text,category
Water Bill purchase Jio birthday,Bills
Broadband Bill via SBI for college,Bills
PG House Rent diya in Hyderabad,Rent
Flat Hostel Fee bharwaya month end,Rent
Subscription food Disney Hotstar in Mumbai after class,Entertainment
Pen subscription Lifestyle in Mumbai hostel life,Shopping
Nykaa Fashion Mouse pe gaya with friends,Shopping
Reebok Earbuds order kiya using cash in Jaipur,Shopping
Hostel Maintenance ka bill exam week,Rent
Room Rent weekly Society,Rent
Bikanervala Bread liya using credit card in Mumbai hostel life,Food
Westside Phone Charger liya afternoon,Shopping
Society PG Rent diya in Lucknow,Rent
Electricity Bill yesterday SBI in Lucknow,Bills
IPL Ticket food netflix urgent purchase,Entertainment
Uber Metro Ticket pe gaya using credit card in Noida today,Travel
Hostel Fee weekly Society in Delhi with friends,Rent
Butter at BigBasket after class,Food
BSNL Insurance kharida using upi festival shopping,Bills
MakeMyTrip Auto liya in Hyderabad during vacation,Travel
Indigo Auto kharida using debit card weekend,Travel
PG Flat Rent pe gaya month end,Rent
SBI EMI monthly payment for hostel,Bills
Bowling via Prime Video using credit card,Entertainment
IPL Ticket monthly Steam using cash for office,Entertainment
Pizza bill JioMart using paytm in Hyderabad weekend,Food
Gift bought Puma,Shopping
Movie yesterday Epic Games after class,Entertainment
Mess Breakfast bharwaya using gpay,Food
Laptop recharge Reebok in Pune,Shopping
Shampoo at Apple Store using paytm in Delhi,Shopping
Room Flat Rent monthly payment,Rent
Earbuds subscription Samsung Store using upi in Mumbai birthday,Shopping
Watch recharge Tata Cliq,Shopping
Parking paid for Indigo using upi in Lucknow,Travel
Fruits paid for Starbucks evening,Food
Music weekly Epic Games,Entertainment
JioMart Lassi bharwaya,Food
Metro Parking bharwaya using cash for hostel,Travel
Flat Rent paid for PG,Rent
Tempered Glass Bata,Shopping
Momos via JioMart for office,Food
Juice expense CCD in Pune,Food
BookMyShow Bowling ka bill using phonepe weekend today,Entertainment
House Rent via Hostel using credit card in Delhi urgent purchase,Rent
Movie this month Xbox birthday,Entertainment
Bread recharge Zepto in Agra monthly weekend,Food
Bus Ticket today Fastag daily expense,Travel
Society Room Rent se liya using credit card,Rent
Insurance using Airtel evening,Bills
KFC Sandwich pe gaya,Food
Petrol using Air India in Pune today,Travel
AbhiBus Petrol se liya in Delhi,Travel
Dinner from More Supermarket,Food
Water Department Insurance ke liye payment using debit card in Jaipur,Bills
Indigo Toll Tax recharge kiya using credit card in Hyderabad morning,Travel
Society PG Rent kharida,Rent
H&M T Shirt diya,Shopping
Barista Sandwich recharge kiya in Bangalore,Food
Auto using Goibibo using credit card,Travel
Broadband Bill shopping HDFC,Bills
Power Bank purchase Metro Shoes using cash,Shopping
Cab from Ola using cash in Hyderabad daily expense,Travel
Subscription subscription PlayStation Store using upi,Entertainment
Instamart Fruits monthly payment in Bangalore daily expense night,Food
Westside Phone Cover book ki in Delhi,Shopping
Security Deposit yesterday Society in Delhi for office,Rent
BookMyShow Music bharwaya using paytm exam week,Entertainment
Eggs payment BigBasket using gpay festival shopping,Food
Electricity Bill recharge Vi for office yesterday,Bills
Swiggy Burger order kiya using debit card daily expense morning,Food
Electricity Board Credit Card Bill pe gaya in Pune evening,Bills
Dominos Shawarma bhar diya birthday morning,Food
Bata Makeup Kit pe khaya,Shopping
Zomato Roll order kiya during trip,Food
Mess Fruits bharwaya with friends night,Food
Cafe Pasta se mangaya in Hyderabad during vacation,Food
Petrol Pump Toll Tax kharida using debit card monthly,Travel
Taxi recharge MakeMyTrip using credit card,Travel
EatFit Rajma Chawal pe khaya for family,Food
Starbucks Momos bhar diya evening month end,Food
Recharge purchased Vi in Bangalore,Bills
PG Rent at Apartment using phonepe in Noida for family,Rent
Paneer this month Mess using paytm weekend afternoon,Food
Vi Internet Bill bhar diya using gpay weekend,Bills
Security Deposit via Hostel using debit card in Bangalore late night month end,Rent
Swiggy Snacks order kiya,Food
College Canteen Ice Cream kharida morning,Food
Cricket Match using Xbox,Entertainment
Air India Flight Ticket se liya birthday,Travel
Instamart Juice recharge kiya using cash for office,Food
House Security Deposit ke liye payment,Rent
Poha yesterday Zepto,Food
Restaurant Evening Snacks se mangaya during vacation,Food
PG Hostel Fee book ki using debit card in Lucknow festival shopping evening,Rent
Metro Shoes Bottle ka payment night,Shopping
Petrol Pump Parking bhar diya daily expense,Travel
Saree weekly H&M using debit card month end,Shopping
Gas Agency Electricity Bill ka bill for family morning,Bills
Chocolate at Box8 using paytm in Noida,Food
INOX Bowling liya using paytm in Jaipur,Entertainment
Watch this month Shoppers Stop in Hyderabad yesterday,Shopping
Movie today Netflix using paytm,Entertainment
Books via Shoppers Stop in Noida for hostel,Shopping
Flat House Rent ke liye payment for college,Rent
Music at Xbox using gpay hostel life,Entertainment
Parking Petrol Pump in Noida month end,Travel
BookMyShow Bowling ke liye payment using upi during trip,Entertainment
SpiceJet Parking monthly payment using paytm yesterday,Travel
Shoppers Stop Face Wash mangaya using phonepe,Shopping
Hostel PG Rent pe khaya using upi,Rent
Keyboard shopping Adidas,Shopping
BookMyShow Concert pe gaya,Entertainment
Keyboard bought Puma morning,Shopping
Adidas Makeup Kit bharwaya,Shopping
Fruits monthly Pizza Hut using upi in Noida weekend,Food
Water Bill this week Water Department,Bills
Jio Water Bill diya,Bills
Biryani shopping Blue Tokai,Food
Butter via Instamart in Lucknow,Food
Cafe Poha book ki in Hyderabad during vacation,Food
Gaming paid for Prime Video using paytm,Entertainment
Dmart Breakfast pe gaya,Food
Bowling recharge Steam using debit card,Entertainment
Spotify Movie Ticket recharge kiya using credit card today,Entertainment
Bottle from Pantaloons using paytm in Delhi,Shopping
Parking bill IRCTC,Travel
Metro Taxi book ki,Travel
Pizza this week Swiggy,Food
Vegetables expense CCD using paytm,Food
Bottle recharge Local Market hostel life,Shopping
PVR IPL Ticket se mangaya hostel life,Entertainment
BSNL Broadband Bill liya in Noida monthly,Bills
Burger King Roll se mangaya using phonepe in Mumbai,Food
Evening Snacks from Cafe festival shopping,Food
Diesel recharge SpiceJet month end,Travel
Nykaa Headphones kharida daily expense,Shopping
Blinkit Cold Coffee recharge kiya using upi today,Food
Boat USB Cable pe khaya,Shopping
Poha purchased Haldirams,Food
Groceries booking Burger King,Food
Parking subscription AbhiBus in Lucknow,Travel
MakeMyTrip Auto se mangaya for office,Travel
Parking Toll Tax ke liye payment using phonepe late night today,Travel
Gas Bill purchase Water Department in Bangalore,Bills
Rapido Flight Ticket se liya using gpay,Travel
Room Rent booking Hostel today,Rent
Saree subscription FireBoltt in Noida,Shopping
Pantaloons Makeup Kit bharwaya using phonepe in Hyderabad,Shopping
Pizza using Blinkit during vacation,Food
Juice expense Instamart using credit card during trip,Food
Internet Bill paid for Jio using upi,Bills
Biryani purchase Box8 using upi,Food
Samsung Store Face Wash ka bill using debit card urgent purchase,Shopping
Fastag Recharge purchased Uber in Mumbai,Travel
Metro Ticket expense Akasa daily expense weekend,Travel
Flat Rent recharge Apartment using phonepe for hostel,Rent
Westside Makeup Kit ke liye payment daily expense,Shopping
PVR Arcade kharida using cash for hostel,Entertainment
PG Maintenance recharge kiya with friends,Rent
Bowling this month Epic Games weekend,Entertainment
Momos booking Oven Story using cash with friends weekend,Food
Goibibo Taxi se liya monthly,Travel
Concert paid for Epic Games,Entertainment
Zomato Biscuits pe gaya using cash weekend,Food
Bikanervala Lassi order kiya using cash,Food
Apartment Flat Rent book ki using gpay in Noida,Rent
Lifestyle Hoodie pe khaya in Jaipur,Shopping
Laptop payment Nike using debit card in Mumbai urgent purchase,Shopping
Auto weekly Air India,Travel
HDFC Water Bill ka bill using gpay afternoon,Bills
PG Security Deposit order kiya using gpay,Rent
ACT Fiber Water Bill bhar diya exam week today,Bills
EatFit Pav Bhaji pe khaya using credit card for office,Food
Arcade recharge PVR,Entertainment
Burger Singh Rajma Chawal liya,Food
Cricket Match order INOX using cash,Entertainment
Local Dhaba Evening Snacks ka payment exam week,Food
Bata Saree kharida,Shopping
Movie Ticket payment PVR using phonepe in Bangalore after class,Entertainment
IRCTC Auto ke liye payment using upi,Travel
Steam Gaming mangaya using paytm in Pune evening,Entertainment
Laptop shopping Adidas using upi afternoon,Shopping
Monitor bought Shoppers Stop using phonepe for family,Shopping
Noise Speaker liya in Lucknow with friends,Shopping
Diesel monthly MakeMyTrip,Travel
Keyboard OnePlus Store,Shopping
Security Deposit at Apartment,Rent
Boat Phone Cover pe gaya using paytm in Noida,Shopping
Smoothie payment Dmart in Jaipur,Food
Tea via Haldirams using credit card,Food
Noise Wallet recharge kiya in Pune monthly,Shopping
Indigo Toll Tax book ki,Travel
Credit Card EMI diya using cash in Jaipur,Bills
Broadband Recharge pe khaya daily expense,Bills
Bottle today Noise late night,Shopping
Bottle purchase Decathlon using paytm birthday,Shopping
Biryani weekly Blue Tokai using gpay in Pune,Food
Biryani this week Zepto using cash,Food
Shopping Mall Mouse ka bill using gpay exam week,Shopping
Hostel Flat Rent diya birthday today,Rent
INOX Cricket Match se liya,Entertainment
Society Flat Rent book ki using paytm morning,Rent
Vegetables recharge Starbucks using upi during vacation,Food
Insurance via ACT Fiber in Agra,Bills
ACT Fiber Internet Bill recharge kiya using debit card morning,Bills
Pizza weekly College Canteen birthday,Food
IRCTC Cab pe khaya,Travel
Steam Bowling order kiya,Entertainment
Movie Ticket today PlayStation Store hostel life,Entertainment
Burger Singh Burger ke liye payment using cash evening night,Food
Theobroma Sandwich diya in Pune evening,Food
Ola Diesel bhar diya using phonepe hostel life,Travel
Biryani this week College Canteen in Lucknow,Food
Cab payment Uber in Hyderabad,Travel
Metro Petrol monthly payment in Delhi,Travel
Gaming booking Prime Video late night yesterday,Entertainment
Dmart Burger ka bill in Bangalore with friends night,Food
Apartment Security Deposit bharwaya using phonepe,Rent
INOX Concert mangaya,Entertainment
Arcade booking BookMyShow using gpay with friends today,Entertainment
Vi Insurance kharida,Bills
Bus Ticket recharge MakeMyTrip afternoon,Travel
PG Rent Society hostel life month end,Rent
Flight Ticket payment Petrol Pump in Noida during vacation,Travel
Gaming purchased INOX,Entertainment
Instamart Momos pe khaya using credit card in Mumbai,Food
Shoes bought H&M in Hyderabad,Shopping
Bikanervala Cold Coffee kharida,Food
Shampoo shopping Croma today,Shopping
Xbox Cricket Match pe gaya morning,Entertainment
Subscription using Spotify,Entertainment
Shoppers Stop Perfume ka bill using cash month end,Shopping
Cab using AbhiBus,Travel
Electricity Board Broadband Bill diya using gpay during trip,Bills
Gaming at PVR using phonepe,Entertainment
RedBus Fastag Recharge monthly payment in Bangalore evening,Travel
Burger Singh Breakfast bhar diya using upi in Jaipur,Food
Chocolate bill Haldirams with friends evening,Food
Security Deposit expense PG using gpay today,Rent
PG Maintenance ke liye payment using cash birthday,Rent
Pen this week H&M using gpay in Pune,Shopping
Sandwich paid for Subway,Food
Train Ticket via Petrol Pump,Travel
Uber Fastag Recharge book ki using credit card morning,Travel
RedBus Bus Ticket diya morning,Travel
Cricket Match recharge PVR birthday,Entertainment
Indigo Bus Ticket monthly payment using paytm,Travel
Flat Rent booking Flat in Bangalore month end,Rent
Petrol recharge AbhiBus using phonepe for family,Travel
Makeup Kit recharge Westside in Jaipur for family,Shopping
Concert subscription BookMyShow in Jaipur daily expense,Entertainment
Dinner bill Dmart in Hyderabad daily expense,Food
Excitel Gas Bill kharida using cash,Bills
Hostel PG Rent se liya in Noida weekend,Rent
Toll Tax booking RedBus in Agra weekend,Travel
House Rent bill Room monthly,Rent
Monitor weekly Amazon morning,Shopping
Monitor this week Pantaloons using upi,Shopping
Wow Momo Smoothie recharge kiya using credit card birthday,Food
Bus Ticket payment IRCTC using credit card today,Travel
Steam Movie Ticket pe gaya using upi in Jaipur birthday,Entertainment
Indigo Metro Ticket ke liye payment festival shopping,Travel
Box8 Poha pe gaya in Lucknow for hostel yesterday,Food
Eggs paid for Hostel Mess using cash,Food
PVR Gaming bharwaya using paytm festival shopping,Entertainment
Oven Story Breakfast pe khaya,Food
Pizza Hut Milk kharida using gpay for family,Food
Concert shopping Steam using gpay,Entertainment
Mi Store Bottle ke liye payment in Noida,Shopping
Taxi monthly Air India using upi,Travel
RedBus Bus Ticket bharwaya,Travel
Hostel Fee shopping Society in Mumbai weekend,Rent
Flat Rent bought Flat using paytm month end,Rent
Samsung Store USB Cable mangaya in Noida late night,Shopping
Ola Fastag Recharge recharge kiya urgent purchase today,Travel
Westside Lipstick bhar diya,Shopping
House House Rent pe khaya for hostel,Rent
H&M Books liya using cash,Shopping
Nykaa Fashion Monitor liya weekend,Shopping
BSNL Water Bill recharge kiya using upi birthday,Bills
SBI Recharge bhar diya using phonepe in Bangalore,Bills
Room House Rent pe khaya afternoon,Rent
INOX Music diya using gpay weekend,Entertainment
Behrouz Pasta bharwaya using debit card exam week month end,Food
USB Cable food Puma using debit card today,Shopping
Zomato Pasta ka payment using debit card in Agra,Food
uberr Flight Ticket se mangaya,Travel
IRCTC Train Ticket recharge kiya night,Travel
Maintenance paid for Flat using debit card in Lucknow evening,Rent
Boat Jacket ka bill using phonepe night,Shopping
Paratha at Burger Singh using gpay late night,Food
Recharge this month ICICI for family,Bills
Credit Card Insurance book ki,Bills
RedBus Bus Ticket monthly payment using phonepe,Travel
Mouse monthly Uniqlo with friends,Shopping
Arcade monthly JioCinema using phonepe in Bangalore hostel life,Entertainment
Pantaloons Mouse bhar diya,Shopping
Speaker yesterday Mi Store using paytm,Shopping
Dinner subscription College Canteen using paytm night,Food
Bikanervala Poha se mangaya evening,Food
Parking this week Akasa,Travel
PG Rent at Hostel in Bangalore exam week month end,Rent
Vi Electricity Bill kharida in Delhi,Bills
Movie payment Prime Video daily expense,Entertainment
KFC Evening Snacks recharge kiya in Delhi,Food
Star Bazaar Burger recharge kiya in Jaipur after class,Food
Metro Shoes Shampoo ke liye payment using cash in Jaipur monthly yesterday,Shopping
INOX Gaming order kiya using cash during trip,Entertainment
Steam Concert order kiya with friends weekend,Entertainment
Auto this week SpiceJet daily expense weekend,Travel
Excitel Credit Card Bill pe gaya for office,Bills
Concert today PVR in Noida,Entertainment
SBI Water Bill recharge kiya using debit card afternoon,Bills
RedBus Diesel pe khaya using credit card hostel life evening,Travel
Bata Phone Charger bharwaya in Hyderabad today,Shopping
Electricity Bill recharge Vi,Bills
Room Rent food Apartment using phonepe urgent purchase yesterday,Rent
House House Rent mangaya in Jaipur late night,Rent
KFC Biryani ka payment in Noida,Food
Air India Metro Ticket monthly payment today,Travel
Disney Hotstar IPL Ticket se mangaya morning,Entertainment
Broadband Bill bill Reliance Jio in Delhi morning evening,Bills
Flat Hostel Fee pe khaya using phonepe in Jaipur,Rent
Credit Card Bill expense ACT Fiber in Noida,Bills
Cricket Match subscription Disney Hotstar in Bangalore hostel life yesterday,Entertainment
Petrol this week MakeMyTrip in Lucknow morning,Travel
Lunch purchased Zomato,Food
Akasa Train Ticket ka payment using credit card,Travel
House House Rent bharwaya,Rent
Room Hostel Fee mangaya in Pune morning,Rent
Shopping Mall Wallet monthly payment morning weekend,Shopping
Butter shopping Subway using cash hostel life,Food
House Hostel Fee diya using paytm in Hyderabad during trip,Rent
Internet Bill order Gas Agency using phonepe during trip yesterday,Bills
Goibibo Train Ticket monthly payment using debit card monthly,Travel
Gaming subscription Steam in Pune after class,Entertainment
Electricity Bill from Airtel using gpay,Bills
Oven Story Pav Bhaji ke liye payment in Lucknow for family weekend,Food
Idli booking Wow Momo using cash after class today,Food
Phone Cover this month Lifestyle urgent purchase,Shopping
Room Flat Rent diya using paytm festival shopping afternoon,Rent
Concert bought PlayStation Store,Entertainment
Subscription BookMyShow using paytm in Noida urgent purchase,Entertainment
Coffee paid for Swiggy with friends,Food
Kurti bill Westside,Shopping
Security Deposit purchase Room using upi for hostel,Rent
Wow Momo Lassi order kiya,Food
Broadband EMI order kiya using gpay in Delhi,Bills
Hostel Room Rent order kiya using upi in Noida weekend,Rent
Lifestyle Keyboard ke liye payment using phonepe,Shopping
Broadband Bill weekly Reliance Jio with friends yesterday,Bills
Flat Rent using Flat using gpay weekend,Rent
Local Market Shoes ka bill in Delhi for office,Shopping
Bowling bought Xbox using debit card in Delhi festival shopping,Entertainment
Barista Paneer kharida using upi late night,Food
Power Bank yesterday Max Fashion using phonepe in Jaipur for hostel morning,Shopping
Coffee this week CCD using paytm,Food
KFC Smoothie diya for office,Food
Dosa recharge Burger Singh,Food
Paratha monthly Blue Tokai,Food
Starbucks Chole Bhature pe khaya using debit card in Mumbai today,Food
Concert Epic Games festival shopping,Entertainment
Train Ticket via Yatra,Travel
Chaayos Vegetables book ki using gpay in Delhi,Food
amazon Jeans pe gaya using upi,Shopping
Nykaa Bottle mangaya using credit card morning,Shopping
Jio Credit Card Bill kharida using debit card,Bills
Bowling this week Prime Video,Entertainment
Society Security Deposit ke liye payment evening,Rent
CCD Bread order kiya in Jaipur morning afternoon,Food
Star Bazaar Milk book ki in Noida evening,Food
Puma Earbuds pe khaya hostel life,Shopping
Jeans purchased Lifestyle urgent purchase,Shopping
Backpack today Zara for hostel,Shopping
Maintenance using PG using upi evening,Rent
Spotify IPL Ticket monthly payment in Hyderabad,Entertainment
Instamart Momos mangaya,Food
Myntra Wallet se mangaya in Mumbai during trip,Shopping
KFC Burger mangaya using debit card urgent purchase,Food
Bread this month Swiggy hostel life,Food
Chole Bhature booking Oven Story using cash in Bangalore for office,Food
Bus Ticket food uber using paytm in Lucknow weekend,Travel
Music food PlayStation Store using cash for office,Entertainment
Poha subscription Dominos month end,Food
Cold Coffee Hostel Mess urgent purchase,Food
Hostel Fee via PG yesterday,Rent
Ajio Notebook ka bill using cash,Shopping
PVR Movie Ticket ka bill using cash birthday,Entertainment
Spotify Movie Ticket se liya evening,Entertainment
Credit Card Insurance recharge kiya in Jaipur,Bills
BigBasket Evening Snacks mangaya using phonepe,Food
Restaurant Tea bharwaya,Food
Dal Rice purchase More Supermarket,Food
Maintenance bought PG using cash hostel life,Rent
Flipkart Tempered Glass bharwaya,Shopping
Burger Singh Milk ke liye payment,Food
Sandwich via Burger Singh using credit card today,Food
Apartment Maintenance se liya in Jaipur for college,Rent
HDFC Internet Bill liya in Noida daily expense,Bills
Noise Books recharge kiya,Shopping
Train Ticket today RedBus using paytm for hostel,Travel
Goibibo Parking bhar diya using paytm in Pune yesterday,Travel
PlayStation Store Arcade diya using gpay,Entertainment
Mess Pav Bhaji se liya using debit card,Food
Gas Bill this month Excitel using credit card with friends,Bills
Bread this week Burger Singh morning,Food
Cricket Match INOX using paytm in Delhi monthly,Entertainment
Chaayos Dosa monthly payment in Lucknow urgent purchase,Food
Hostel Security Deposit liya,Rent
FireBoltt Perfume order kiya month end,Shopping
Restaurant Roll order kiya in Jaipur birthday,Food
Biscuits from JioMart,Food
Lunch Box from Mi Store using credit card in Agra,Shopping
EatFit Tea kharida in Bangalore evening,Food
Wow Momo Juice ka bill during vacation afternoon,Food
Movie subscription Xbox in Agra hostel life,Entertainment
Fastag Recharge today uberr after class,Travel
Insurance yesterday Jio birthday,Bills
HDFC Recharge monthly payment daily expense,Bills
Jeans shopping Pantaloons using credit card festival shopping,Shopping
Fastag Cab ke liye payment using gpay birthday evening,Travel
BSNL Internet Bill bhar diya,Bills
AbhiBus Diesel ka bill in Jaipur,Travel
Hostel Fee from House,Rent
More Supermarket Shawarma ka bill in Noida weekend,Food
Movie Ticket bought INOX using paytm,Entertainment
Instamart Milk kharida,Food
Excitel Recharge order kiya morning,Bills
Airtel Credit Card Bill mangaya urgent purchase,Bills
Makeup Kit recharge OnePlus Store in Pune,Shopping
Internet Bill using Airtel in Lucknow daily expense,Bills
BigBasket Tea ka bill in Pune hostel life today,Food
Idli today Burger King in Hyderabad,Food
Gas Bill using Electricity Board using debit card in Noida,Bills
Room House Rent order kiya using paytm,Rent
Jio Gas Bill recharge kiya for college,Bills
Faasos Eggs bharwaya evening,Food
INOX Cricket Match book ki using debit card in Lucknow morning afternoon,Entertainment
Auto food SpiceJet using gpay in Pune,Travel
Maintenance expense Flat using phonepe daily expense,Rent
House House Rent ke liye payment urgent purchase month end,Rent
T Shirt recharge Adidas using gpay evening yesterday,Shopping
Prime Video Gaming order kiya using phonepe during trip,Entertainment
Snacks yesterday JioMart evening today,Food
Biryani subscription Zepto afternoon,Food
BSNL Credit Card Bill order kiya using debit card evening,Bills
Jacket subscription Max Fashion festival shopping,Shopping
Hoodie monthly Reebok in Bangalore evening,Shopping
Hostel Fee recharge Society using phonepe month end,Rent
Juice payment Spencer monthly,Food
Concert from BookMyShow hostel life,Entertainment
Society Hostel Fee order kiya yesterday,Rent
Shampoo booking Samsung Store using gpay evening,Shopping
Wallet food H&M using cash festival shopping,Shopping
Jeans this month Shopping Mall during trip,Shopping
Milk purchase McDonalds in Noida yesterday,Food
ICICI Credit Card Bill bharwaya evening,Bills
Wow Momo Cold Coffee bhar diya yesterday,Food
Epic Games Movie Ticket ka bill using paytm monthly,Entertainment
Bottle booking Decathlon in Pune,Shopping
Coffee using Blinkit in Bangalore,Food
Jeans today H&M,Shopping
Flat Rent monthly Hostel using paytm,Rent
Flipkart Bottle ka payment using paytm today,Shopping
Saree purchased Shopping Mall monthly,Shopping
SBI Internet Bill pe khaya using phonepe,Bills
Fruits this month Zomato,Food
Monitor recharge Puma morning,Shopping
PlayStation Store Subscription ka payment using phonepe birthday,Entertainment
Earbuds at Local Market for family,Shopping
Dominos Pav Bhaji monthly payment using upi weekend,Food
Dal Rice from Subway using gpay in Mumbai urgent purchase,Food
Puma Laptop bhar diya using paytm today,Shopping
Blue Tokai Lassi se mangaya morning,Food
Society Security Deposit bhar diya using gpay,Rent
Apartment House Rent book ki using paytm for office,Rent
Snacks at Reliance Fresh in Hyderabad,Food
Zara Gift ke liye payment using gpay,Shopping
Swigy Paratha ke liye payment,Food
Speaker at Bata for family,Shopping
Ajio Headphones order kiya in Pune,Shopping
Music food PVR using debit card for office,Entertainment
Air India Petrol pe khaya using cash after class,Travel
Pizza Hut Shawarma recharge kiya in Noida,Food
SBI Credit Card Bill book ki using debit card after class,Bills
House Rent booking Apartment morning,Rent
Cab yesterday Petrol Pump in Delhi,Travel
Taxi using Fastag in Hyderabad,Travel
Taxi bill Fastag using debit card today,Travel
Idli payment Cafe using cash in Noida yesterday,Food
Vegetables purchase Pizza Hut using debit card,Food
Gas Agency EMI monthly payment using debit card afternoon,Bills
Arcade shopping Xbox yesterday,Entertainment
Hostel Fee yesterday Apartment in Noida weekend,Rent
Ice Cream recharge Restaurant monthly morning,Food
Dosa shopping Theobroma in Bangalore during trip,Food
Noodles this week Barista using phonepe urgent purchase,Food
Rajma Chawal using Instamart using gpay,Food
Fastag Train Ticket monthly payment using phonepe,Travel
H&M Jacket pe gaya using credit card,Shopping
Star Bazaar Dosa liya during trip today,Food
CCD Rajma Chawal pe khaya,Food
Phone Charger payment Woodland using upi in Mumbai monthly,Shopping
ACT Fiber Electricity Bill diya using upi weekend,Bills
Hostel Room Rent book ki month end,Rent
Ajio Phone Charger ke liye payment,Shopping
swiggy Dosa mangaya in Mumbai,Food
Phone Cover food Croma,Shopping
PG Flat Rent kharida using cash in Noida weekend,Rent
OnePlus Store Hoodie recharge kiya,Shopping
Momos shopping Burger King daily expense,Food
House Rent purchase House birthday,Rent
Toll Tax this week AbhiBus late night weekend,Travel
Pen bill Reebok in Noida for family,Shopping
BSNL Credit Card Bill ka bill in Hyderabad evening yesterday,Bills
Spencer Noodles pe gaya using cash,Food
Butter Hostel Mess in Hyderabad,Food
Coffee from Bikanervala in Jaipur,Food
Chaayos Idli recharge kiya during vacation,Food
Saree bought Shoppers Stop evening,Shopping
Breakfast purchase Dmart in Agra,Food
Nike Phone Cover recharge kiya,Shopping
Electricity Bill at Reliance Jio using gpay in Agra,Bills
Milk order Haldirams morning,Food
Nykaa Fashion Phone Cover se mangaya,Shopping
BSNL Insurance pe gaya in Hyderabad monthly yesterday,Bills
Indigo Auto book ki,Travel
Prime Video Music mangaya yesterday,Entertainment
Petrol purchased Petrol Pump,Travel
Reliance Digital Jacket ka payment,Shopping
Woodland Mouse bharwaya weekend yesterday,Shopping
Boat Headphones diya using phonepe in Bangalore today,Shopping
Music Disney Hotstar morning yesterday,Entertainment
Train Ticket this month AbhiBus using debit card in Agra yesterday,Travel
Power Bank paid for Max Fashion morning,Shopping
Disney Hotstar Gaming order kiya in Pune for office weekend,Entertainment
Air India Diesel kharida daily expense,Travel
Cricket Match bought BookMyShow in Bangalore,Entertainment
Fastag Recharge yesterday Yatra using cash urgent purchase,Travel
Gift paid for Adidas in Hyderabad,Shopping
Movie at Spotify using upi in Delhi,Entertainment
Gas Bill payment Water Department in Lucknow birthday,Bills
Bus Ticket this week Indigo using upi monthly,Travel
Apartment PG Rent se liya in Bangalore for family yesterday,Rent
BookMyShow Gaming ke liye payment using debit card in Mumbai for hostel afternoon,Entertainment
Cafe Pasta se liya in Bangalore,Food
House Flat Rent bhar diya using debit card in Agra,Rent
AbhiBus Petrol pe khaya in Mumbai,Travel
Gaming using INOX using gpay during vacation,Entertainment
Coffee expense CCD in Mumbai late night,Food
Yatra Fastag Recharge pe khaya,Travel
Train Ticket yesterday Ola in Bangalore,Travel
College Canteen Butter book ki using gpay with friends,Food
Fastag Recharge Akasa in Bangalore afternoon,Travel
Netflix Concert pe gaya using upi urgent purchase,Entertainment
Groceries food Starbucks in Jaipur with friends,Food
Nykaa Monitor ka payment using gpay afternoon,Shopping
Saree from Croma using phonepe,Shopping
Uber Train Ticket se mangaya hostel life,Travel
Notebook this month Uniqlo using cash,Shopping
Train Ticket order Air India,Travel
Arcade expense Xbox in Delhi,Entertainment
Arcade this week Steam using paytm evening,Entertainment
Paneer bill Chaayos using debit card evening,Food
Dinner purchased EatFit for college month end,Food
Snacks at Chaayos using phonepe,Food
Makeup Kit shopping OnePlus Store,Shopping
Airtel Insurance liya month end,Bills
Lassi order Star Bazaar urgent purchase weekend,Food
Electricity Bill payment Water Department month end,Bills
Internet Bill weekly Gas Agency using gpay in Noida for college,Bills
Blue Tokai Vegetables ke liye payment using gpay,Food
Myntra Jacket ka bill for college,Shopping
Gaming subscription Steam in Delhi,Entertainment
Concert bought INOX urgent purchase,Entertainment
Dosa weekly Restaurant in Agra birthday,Food
Puma Headphones ka bill using upi,Shopping
Rapido Train Ticket liya for family,Travel
Fastag Taxi mangaya using debit card,Travel
Bus Ticket at Akasa in Bangalore,Travel
Parking this week RedBus using debit card morning,Travel
Pav Bhaji subscription Spencer night,Food
Maintenance this week Society using upi in Mumbai late night,Rent
Earbuds expense Zara using phonepe for hostel night,Shopping
Metro Ticket via Uber using cash in Hyderabad monthly,Travel
Phone Charger recharge Westside using phonepe for college,Shopping
Internet Bill bought Credit Card urgent purchase,Bills
Starbucks Eggs kharida for office,Food
Room PG Rent recharge kiya using cash,Rent
RedBus Train Ticket recharge kiya using cash monthly,Travel
PG Security Deposit bharwaya,Rent
Chole Bhature purchased McDonalds using credit card late night today,Food
Broadband Bill subscription Jio using paytm,Bills
Zomato Biscuits se mangaya using paytm for college,Food
Bread weekly EatFit,Food
Petrol Pump Toll Tax book ki,Travel
PVR IPL Ticket bhar diya using credit card in Bangalore festival shopping,Entertainment
Notebook booking Local Market during trip,Shopping
Hoodie recharge Adidas in Pune monthly,Shopping
Behrouz Tea bharwaya using debit card festival shopping afternoon,Food
House Security Deposit mangaya in Bangalore,Rent
Lunch subscription Box8 using gpay,Food
Pizza Hut Chole Bhature pe gaya using phonepe in Hyderabad,Food
Reliance Fresh Butter bhar diya using gpay late night morning,Food
Room PG Rent ka payment,Rent
Epic Games IPL Ticket bhar diya using credit card in Bangalore yesterday,Entertainment
Goibibo Parking se liya using phonepe for family evening,Travel
Oven Story Chole Bhature liya using gpay,Food
PlayStation Store Music diya festival shopping,Entertainment
Ice Cream purchase KFC,Food
